name,price,ram_gb,ssd_gb,screen_size_inch,processor_brand
Asus VivoBook Go 14 E1404FA-NK3325W...,31990,8,512,14.0,AMD
Acer Aspire 3 A311-45 (UN.354SI.004...,17990,8,256,11.6,Intel
Asus Vivobook Go 15 E1504FA-NJ5542W...,41500,16,512,15.6,AMD
Lenovo LOQ 15ARP9 (83JC00CLIN) Lapt...,63990,12,512,15.6,AMD
Apple MacBook Air M2 MC7W4HN/A Ultr...,77990,16,256,13.6,Apple
Samsung Galaxy Book 4 NP750XGJ-LG4I...,36990,8,512,15.6,Intel
Acer Aspire 3 A311-45 (UN.354SI.002...,19990,8,512,11.6,Intel
Acer Aspire 3 A311-45 (UN.354SI.006...,15990,8,128,11.6,Intel
Asus VivoBook 15 X1504ZA-NJ549WS La...,46990,16,512,15.6,Intel
Asus VivoBook 15 X1504ZA-NJ527WS La...,42990,8,512,15.6,Intel
Asus VivoBook 15 X1504ZA-NJ540WS La...,45990,16,512,15.6,Intel
Acer Aspire Lite AL15-53 (UN.34ESI....,33800,16,512,15.6,Intel
Asus TUF Gaming A15 FA566NCR-HN254W...,70026,16,512,15.6,AMD
Asus Vivobook Go 15 E1504FA-NJ131WS...,31990,8,512,15.6,AMD
Acer Aspire 3 A324-53 (UN.34RSI.00B...,29990,8,256,14.0,Intel
Acer Aspire 3 A324-53 (UN.34RSI.002...,33990,8,512,14.0,Intel
Asus Vivobook Go 15 E1504GA-NJ3322W...,30990,8,512,15.6,Intel
HP Pavilion 16-af0056TU (B13XTPA) L...,75990,16,0,16.0,Intel
Asus VivoBook 15 X1504VA-NJ2325WS L...,41990,16,512,15.6,Intel
Acer Aspire Lite AL15-52H (UN.347SI...,44990,12,512,15.6,Intel
HP 15-fd0577TU (BG6E4PA) Laptop (Co...,56990,16,512,15.6,Intel
HP 15s-GR0007AU (21W93PA) Laptop (A...,35274,4,0,15.6,AMD
Asus ExpertBook P1 P1403CVA-S60938W...,39990,16,512,14.0,Intel
Asus ExpertBook P1 P1503CVA-S71074W...,39990,16,512,15.6,Intel
Asus ExpertBook P1 P1503CVA-S70501W...,37990,8,512,15.6,Intel
Asus ExpertBook P1 P1403CVA-S60343W...,37990,8,512,14.0,Intel
Acer Aspire Lite AL15-41 (UN.31ZSI....,35990,16,512,15.6,AMD
Acer Aspire Lite AL15-41 (UN.31ZSI....,41690,16,0,15.6,AMD
Acer Aspire Lite AL15-41 (UN.31ZSI....,39999,16,512,15.6,AMD
Apple MacBook Air M3 MXCU3HN/A Ultr...,127990,16,512,13.6,Apple
Asus ExpertBook P1 P1503CVA-S70611W...,55990,16,512,15.6,Intel
Asus ExpertBook P1 P1403CVA-S60939W...,62990,32,512,14.0,Intel
Asus VivoBook 15 X1504VA-NJ2217WS L...,55990,16,512,15.6,Intel
Asus VivoBook 15 X1504VA-NJ1765WS L...,45990,8,512,15.6,Intel
Dell Vostro 3520 (VN3520CYGGW002ORG...,49990,16,512,15.6,Intel
Dell Vostro 3520 (VN35205KF55002ORG...,42990,8,512,15.6,Intel
Asus VivoBook 15 X515JA-BQ322WS Lap...,27990,8,512,15.6,Intel
Acer Aspire 3 A324-53 (UN.34RSI.007...,51990,16,0,14.0,Intel
Acer Aspire 3 A324-53 (UN.34RSI.004...,48990,16,512,14.0,Intel
Acer Aspire 3 A324-53 (UN.34RSI.006...,46990,8,512,14.0,Intel
Acer Aspire 7 A715-79G (UN.34NSI.00...,57990,8,512,15.6,Intel
Asus Vivobook Go 15 E1504FA-NJ549WS...,40990,16,512,15.6,AMD
Lenovo Ideapad Slim 5x 14Q8X9 (83HL...,64990,16,0,14.0,Other
Asus VivoBook Go 14 E1404FA-NK3321W...,33990,8,512,14.0,AMD
Lenovo IdeaPad 15ALC7 (82R4010DIN) ...,37990,16,512,15.6,AMD
Lenovo IdeaPad Slim 3 14IAH8 (83EQ0...,48800,16,512,14.0,Intel
Acer Aspire 3 A325-42 (UN.34QSI.002...,38990,16,512,15.8,AMD
Acer Aspire 3 A325-42 (UN.34QSI.001...,36990,8,512,15.8,AMD
Acer Nitro V ANV15-41 (NH.QPESI.001...,84999,16,512,15.6,AMD
Lenovo 100e Chromebook Gen 4 (82W00...,9499,4,0,11.6,Other
Asus Vivobook Go 15 E1504FA-NJ132WS...,36990,8,512,15.6,AMD
Acer One 14 Z8-415 (UN.31VSI.006) L...,29990,16,512,14.0,Intel
Dell Vostro 3520 (VN3520HPCNX001ORB...,33990,8,512,15.6,Intel
Dell Vostro 3520 (VN3520CYGGW001SDG...,50989,16,512,15.6,Intel
Acer Aspire 3 A325-42 (UN.34QSI.006...,29990,8,512,15.6,AMD
Apple MacBook Air M4 MC6T4HN/A Ultr...,94990,16,256,13.6,Apple
Asus VivoBook Go 14 E1404FA-NK5542W...,41990,16,512,14.0,AMD
Asus VivoBook Go 14 E1404FA-NK5541W...,41988,16,512,14.0,AMD
Lenovo IdeaPad 3 14IAU7 (82RJ00FUIN...,34249,8,512,14.0,Intel
Acer Aspire 3 A325-45 (UN.344SI.004...,23990,8,512,15.6,Intel
HP Victus 15-fa1351TX (A18QBPA) Lap...,56990,16,512,15.6,Intel
Apple MacBook Air M3 MRYR3HN/A Ultr...,134900,8,256,15.3,Apple
Asus VivoBook 15 X543UA-DM582T Lapt...,39990,8,0,15.6,Intel
Samsung Galaxy Book 4 Pro NP940XGK-...,131990,16,512,14.0,Intel
HP 15-BE014tx (1HQ27PA) Laptop (Cor...,35929,4,0,15.6,Intel
Lenovo V15 (82TTA07RIH) Laptop (Cor...,42990,16,512,15.6,Intel
Lenovo LOQ 15IAX9E (83LK0068IN) Lap...,68990,12,512,15.6,Intel
Lenovo V15 Gen 3 (82TTA07QIH) Lapto...,41990,8,512,15.6,Intel
Apple MacBook Air M4 MW123HN/A Ultr...,94990,16,256,13.6,Apple
HP 255 G10 (B1FW9PT) Laptop (AMD Qu...,26900,8,512,15.6,AMD
Acer Aspire 3 A325-42 (UN.34QSI.004...,49990,16,0,15.6,AMD
Acer Aspire 3 A325-42 (UN.34QSI.003...,46990,16,512,15.6,AMD
Motorola Motobook 60 14IRH10R (83J7...,66990,16,512,14.0,Intel
Motorola Moto Book 60 14IRH10R (83J...,66990,16,512,14.0,Intel
Dell G15 5530 (OGN55301106G201RINO)...,74990,16,0,15.6,Intel
HP Victus 15-fa2703TX (B7GP6PA) Lap...,61490,16,512,15.6,Intel
Dell G15 5530 (OGN55301124G01RIN) L...,71990,16,512,15.6,Intel
Acer Aspire E E5-576 (UN.GRSSI.005...,25990,4,0,15.6,Intel
Lenovo LOQ 15ARP9 Gen 9 (83JC0046IN...,87990,24,512,15.6,AMD
HP 15-fd0467TU (B61ZHPA) Laptop (Co...,54990,16,512,15.6,Intel
Lenovo IdeaPad Slim 3 14IAH8 (83EQ0...,49990,16,512,14.0,Intel
Asus VivoBook 15 X1502VA-BQ837WS La...,66972,16,512,15.6,Intel
Asus VivoBook 15 X1502VA-BQ838WS La...,61990,16,512,15.6,Intel
Asus VivoBook 14 X1404VA-NK760WS La...,38990,8,512,14.0,Intel
Acer Aspire 3 A325-45 (UN.344SI.005...,24800,8,256,15.6,Intel
Asus VivoBook 14 X1404VA-NK761WS La...,38689,8,512,14.0,Intel
Lenovo Ideapad S340 (81NB00F6IN) La...,44990,8,0,14.0,AMD
Motorola Moto Book 60 14IRH10R (83J...,74990,16,512,14.0,Intel
Motorola Moto Book 60 14IRH10R (83J...,78990,16,0,14.0,Intel
Motorola Moto Book 60 14IRH10R (83J...,78990,16,0,14.0,Intel
Motorola Moto Book 60 14IRH10R (83J...,74990,16,512,14.0,Intel
Dell Vostro 3520 (VN3520VMN67002ORG...,32990,8,512,15.6,Intel
Lenovo LOQ 15ARP9 Gen 9 (83JC0045IN...,79990,24,512,15.6,AMD
Apple MacBook Air M4 MC6C4HN/A Ultr...,134990,24,512,13.6,Apple
Apple MacBook Air M4 MW133HN/A Ultr...,119900,16,512,13.6,Apple
Apple MacBook Air M4 MC6U4HN/A Ultr...,119900,16,512,13.6,Apple
Apple MacBook Air M4 MW0W3HN/A Ultr...,95990,16,256,13.6,Apple
Apple MacBook Air M4 MW0X3HN/A Ultr...,119900,16,512,13.6,Apple
Apple MacBook Air M4 MC654HN/A Ultr...,134990,24,512,13.6,Apple
Apple MacBook Air M4 MC6V4HN/A Ultr...,134990,24,512,13.6,Apple
Apple MacBook Air M4 MW0Y3HN/A Ultr...,95990,16,256,13.6,Apple
Apple MacBook Air M4 MC6A4HN/A Ultr...,134990,24,512,13.6,Apple
Apple MacBook Air M4 MW103HN/A Ultr...,119900,16,512,13.6,Apple
HP Pavilion Plus 14-EW1112TU (B6NX8...,89990,16,512,14.0,Intel
Lenovo IdeaPad Slim 3 14IRU8 (82X60...,36990,8,512,14.0,Intel
Lenovo IdeaPad Slim 1 Gen 7 (82R400...,45090,16,512,15.6,AMD
Lenovo LOQ 15IAX9 (83GS00CJIN) Lapt...,75190,24,512,15.6,Intel
Lenovo Yoga Slim 7 14IMH9 (83CV0047...,91990,16,0,14.0,Intel
HP 15-bg005au (1DF77PA) Laptop (AMD...,23990,4,0,15.6,AMD
Asus VivoBook 15 X543UB-DM581T Lapt...,41990,8,0,15.6,Intel
MSI Cyborg 15 A12UDX-1468IN Laptop ...,61990,16,512,15.6,Intel
Asus TUF Gaming A15 FA507NVR-LP204W...,99990,16,512,15.6,AMD
HP Victus 15-FA1198TX (9Q039PA) Lap...,72990,16,512,15.6,Intel
HP 15-bg002AU (Z1D89PA) Laptop (AMD...,27225,4,0,15.6,AMD
Asus ExpertBook P1 P1403CVA-S60940W...,72990,32,512,14.0,Intel
Asus ExpertBook P1 P1503CVA-S71042W...,65990,16,512,15.6,Intel
Asus VivoBook 15 X1504VA-NJ2324WS L...,41990,16,512,15.6,Intel
Acer Aspire 3 A324-45 (UN.342SI.004...,19990,8,512,14.0,Intel
HP 15-fd0315TU (A4KR7PA) Laptop (Co...,54790,16,512,15.6,Intel
Lenovo V15 (82TTA073IN) Laptop (Cor...,44991,16,512,15.6,Intel
MSI GF63 Thin 11UC-866IN Laptop (Co...,95990,8,512,15.6,Intel
Acer Aspire Lite AL15-52 (UN.AA3SI....,31750,8,512,15.6,Intel
Infinix INBook Y3 Max YL613 (710083...,29990,16,512,16.0,Intel
Dell Vostro 15 3568 (A553502HIN9) L...,28990,4,0,15.6,Intel
Asus Zenbook 14 OLED UX3405MA-PP555...,89990,16,0,14.0,Intel
Apple MacBook Air M2 MC7X4HN/A Ultr...,77990,16,256,13.6,Apple
Asus Vivobook 16X K3605VC-RP413WS L...,68990,16,512,16.0,Intel
Asus ROG Strix G16 G614JV-N4242WS L...,158500,16,0,16.0,Intel
HP 15-fd0316TU (A4KF0PA) Laptop (Co...,55990,16,512,15.6,Intel
Acer Swift Go 14 SFG14-41 (NX.KG3SI...,52990,16,0,14.0,AMD
HP 15-fd0061TU (A33FPPA) Laptop (Co...,34999,8,512,15.6,Intel
HP 15-fd0063TU (A33FQPA) Laptop (Co...,35990,8,512,15.6,Intel
Asus TUF Gaming A15 FA566NFR-HN259W...,60890,16,512,15.6,AMD
MSI GE62VR 7RF Apache Pro Laptop (C...,139990,16,0,15.6,Intel
Infinix INBook Y3 Max YL613 (710083...,23990,8,256,16.0,Intel
Asus VivoBook 16 X1605VA-MB5555WS L...,54990,16,512,16.0,Intel
HP 255 G10 (B15HZPT) Laptop (AMD Qu...,28341,8,512,15.6,AMD
Lenovo IdeaPad Slim 3 15IRU8 (82X70...,40190,8,512,15.6,Intel
Lenovo IdeaPad Slim 3 (83EQ005TIN) ...,42990,8,512,14.1,Intel
Dell Inspiron 14 3467 (A561202SIN9)...,30999,4,0,14.0,Intel
Acer Chromebook Plus CB514-4H (NX.K...,18990,8,256,14.0,Intel
Asus VivoBook 15 X1502VA-BQ836WS La...,57990,16,512,15.6,Intel
Lenovo LOQ 15ARP9 (83JC00EFIN) Lapt...,65990,24,512,15.6,AMD
Asus TUF Gaming A15 FA506NFR-HN259W...,57990,16,512,15.6,AMD
HP Victus 15-fa1327TX (9Z528PA) Lap...,73499,16,512,15.6,Intel
Samsung Galaxy Book 4 Pro NP940XGK-...,171990,32,0,14.0,Intel
Asus VivoBook 14 X413JA-EK268T Lapt...,38990,4,512,14.0,Intel
Asus Vivobook 16X K3605ZF-RP458WS L...,57990,16,512,16.0,Intel
MSI Modern 14 C12MO-1401IN Laptop (...,33490,8,512,14.0,Intel
Asus Gaming V16 V3607VU-RP550WS Lap...,79550,16,512,16.0,Intel
Asus TUF Gaming A15 FA566NCR-HN075W...,67800,16,512,15.6,AMD
HP 15-be015tx (1HQ28PA) Laptop (Cor...,44900,4,0,15.6,Intel
Acer Aspire Lite AL15-52 (UN.431SI....,49990,16,0,15.6,Intel
Asus Vivobook 16X K3605ZF-RP258WS L...,60490,16,512,16.0,Intel
MSI Modern 14 C12MO-1021IN Laptop (...,36990,8,512,14.0,Intel
MSI Modern 14 C12M-439IN Laptop (Co...,43900,16,512,14.0,Intel
Acer Swift Neo OLED AI PC SFN14-54H...,61990,16,512,14.0,Intel
Acer Swift Neo OLED AI PC SFN14-54H...,104999,16,0,14.0,Intel
Asus VivoBook 16 X1607QA-MB049WS La...,65999,16,512,16.0,Other
Asus VivoBook 16 X1607QA-MB050WS La...,60990,16,512,16.0,Other
Acer Aspire 3 A324-45 (UN.342SI.003...,21490,8,256,14.0,Intel
Lenovo IdeaPad 14IGL7 (82V6009TIN) ...,25990,8,512,14.0,Intel
Lenovo V15 Gen 4 (83CQ0006IN) Lapto...,27790,8,512,15.6,AMD
HP Pavilion 15-eh1137AU (A30YHPA) L...,51490,8,512,15.6,AMD
Lenovo IdeaPad 3 15IAU7 (82RK017PIN...,34990,8,512,15.6,Intel
Apple MacBook Air M3 MC8G4HN/A Ultr...,105990,16,256,13.6,Apple
Asus Vivobook 16X K3605ZC-RP587WS L...,68999,16,512,16.0,Intel
Asus Vivobook 16X K3605ZU-RP304WS L...,84990,16,512,16.0,Intel
Asus Vivobook 16X K3605VC-RP412WS L...,72990,16,512,16.0,Intel
Samsung Galaxy Book 4 NP750XGK-KS1I...,54490,8,512,15.6,Intel
Lenovo Ideapad Slim 3i (81WE00S2IN)...,29990,4,0,15.6,Intel
HP 15q-bu100tu (3GP90PA) Laptop (Co...,39999,4,0,15.6,Intel
Lenovo IdeaPad Slim 3 14AMN8 (82XN0...,29990,8,512,14.0,AMD
Apple MacBook Air M3 MC8K4HN/A Ultr...,104700,16,256,13.6,Apple
Apple MacBook Air M3 MC8J4HN/A Ultr...,109990,16,256,13.6,Apple
Apple MacBook Air M3 MC8H4HN/A Ultr...,105990,16,256,13.6,Apple
HP 255 G10 (B15J0PT) Laptop (AMD Qu...,30880,8,512,15.6,AMD
MSI Bravo 15 B5DD-410IN Laptop (AMD...,41999,8,512,15.6,AMD
Asus VivoBook 16 X1605VA-MB1627WS L...,56990,16,512,16.0,Intel
Lenovo IdeaPad Slim 3 15ABR8 (82XM0...,39940,16,512,15.6,AMD
Asus Zenbook 14 OLED UX3405CA-PZ345...,107990,16,0,14.0,Intel
Asus Zenbook 14 OLED UX3405CA-PZ162...,107990,16,0,14.0,Intel
HP 15-fd0465TU (B61ZFPA) Laptop (Co...,39990,8,512,15.6,Intel
Dell Inspiron 15 3520 (0IN352010031...,47990,8,512,15.6,Intel
Infinix INBook Y3 Max YL613 (710083...,39990,16,512,16.0,Intel
Acer Nitro V ANV15-41 (NH.QPFSI.004...,55470,16,512,15.6,AMD
HP 15-fd0111TU (A47CYPA) Laptop (Co...,48980,16,512,15.6,Intel
Lenovo IdeaPad 3 14IAU7 (82RJ00FKIN...,36190,8,512,14.0,Intel
Asus TUF Gaming A15 FA577RM-HF031WS...,107850,16,0,15.6,AMD
HP Pavilion 15-au620tx (Z4Q39PA) La...,61654,8,0,15.6,Intel
HP 15-fd0466TU (B61ZGPA) Laptop (Co...,49299,8,512,15.6,Intel
HP Victus 15-fb0180AX (B20DDPA) Lap...,57500,8,512,15.6,AMD
Lenovo Yoga Slim 7 (83CV003MIN) Lap...,76990,16,512,14.0,Intel
Acer Swift Go OLED SFG14-71 (NX.KF1...,69990,16,0,14.0,Intel
Samsung Galaxy Book 4 Pro NP940XGK-...,171990,32,0,14.0,Intel
HP Victus 15-fb3009AX (B86SWPA) Lap...,67990,16,512,15.6,AMD
Asus VivoBook Go 14 E1404FA-NK5521W...,35999,8,0,14.0,AMD
Lenovo IdeaPad Slim 3 15IAH8 (83ER0...,50090,8,512,15.6,Intel
HP Pavilion 15-eh3036AU Laptop (AMD...,55761,8,512,15.6,AMD
Lenovo IdeaPad Slim 5 16IMH9 (83DC0...,86990,16,0,16.0,Intel
Dell Inspiron 15 3535 (IN3535HF8X10...,29989,8,512,15.6,AMD
MSI Modern 14 C12MO-1212IN Laptop (...,42990,16,512,14.0,Intel
Lenovo Legion 5 15IMH05 (82AU00PMIN...,62490,8,512,15.6,Intel
Asus VivoBook S14 S3407VA-LY033WS L...,67990,16,512,14.0,Intel
Asus VivoBook S14 S3407VA-LY037WS L...,67990,16,512,14.0,Intel
Lenovo IdeaPad Slim 5 14AKP10 Gen 1...,86890,24,0,14.0,AMD
Asus VivoBook 14 X1407CA-LY102WS La...,69990,16,512,14.0,Intel
HP Pavilion x360 14-ek1149TU (B6PA2...,78990,16,0,14.0,Intel
Asus VivoBook 16 X1605VA-MB9999WS L...,99990,16,0,16.0,Intel
Lenovo IdeaPad Slim 5 13ARP10 Gen 1...,61890,16,512,13.3,AMD
Asus TUF Gaming A15 FA507NVR-LP104W...,98820,16,512,15.6,AMD
Dell Inspiron 15 3525 (D560765WIN9S...,49852,8,256,15.6,AMD
HP Compaq 15-s103TX Laptop (Core i3...,30990,4,0,15.6,Intel
Apple MacBook Air M4 MC7A4HN/A Ultr...,117990,16,256,15.3,Apple
Apple MacBook Air M4 MC6L4HN/A Ultr...,154990,24,512,15.3,Apple
Apple MacBook Air M4 MW1J3HN/A Ultr...,121990,16,256,15.3,Apple
Apple MacBook Air M4 MC7C4HN/A Ultr...,139990,16,512,15.3,Apple
Apple MacBook Air M4 MW1H3HN/A Ultr...,139990,16,512,15.3,Apple
Apple MacBook Air M4 MW1K3HN/A Ultr...,139990,16,512,15.3,Apple
Apple MacBook Air M4 MW1G3HN/A Ultr...,121990,16,256,15.3,Apple
Lenovo Yoga Slim 7 14ILL10 (83JX001...,113490,32,0,14.0,Intel
Lenovo Yoga Slim 7 14ILL10 (83JX001...,153990,32,0,14.0,Intel
Lenovo LOQ 15IRX9 (83DV00XCIN) Lapt...,73190,16,512,15.6,Intel
Lenovo ThinkBook 16 Gen 6 (21KKA0G1...,52990,16,512,16.0,AMD
Infinix INBook Air Pro Plus XL434 (...,49990,16,512,14.0,Intel
Infinix INBook Air Pro Plus XL434 (...,49990,16,512,14.0,Intel
MSI Modern 15 B7M-427IN Laptop (AMD...,42990,16,512,15.6,AMD
Lenovo IdeaPad 3 14IAU7 (82RJ00FLIN...,39690,16,512,14.0,Intel
Lenovo IdeaPad 3 15IJL6 (82N4004QHA...,21990,8,0,15.6,Intel
Lenovo IdeaPad 3 15IAU7 (82RK018RIN...,35690,8,512,15.6,Intel
Lenovo IdeaPad 5 14IRH9 (83KX0018IN...,72190,16,512,14.0,Intel
Acer Swift Go 14 SFG14-41 (NX.KG3SI...,49999,16,512,14.0,AMD
Asus TUF Gaming A15 FA566NFR-HN260W...,54990,8,512,15.6,AMD
Asus VivoBook 16 X1605ZAC-MB541WS L...,54990,16,512,16.0,Intel
Dell Inspiron 15 5515 (D560459WIN9S...,59790,8,512,15.6,AMD
MSI GF65 Thin 9SD-293IN Laptop (Cor...,74990,16,512,15.6,Intel
Asus TUF Gaming A14 FA401WV-RG475WS...,154990,16,0,14.0,AMD
Asus VivoBook 16 X1607CA-MB139WS La...,70990,16,512,16.0,Intel
Asus Zenbook 14 OLED UX3405CA-PZ163...,127990,32,0,14.0,Intel
Asus Zenbook 14 OLED UX3405CA-PZ349...,144990,32,0,14.0,Intel
Asus Zenbook 14 OLED UX3405CA-PZ164...,155990,32,0,14.0,Intel
Asus Zenbook 14 OLED UX3405CA-PZ348...,127990,32,0,14.0,Intel
Asus Zenbook S 14 OLED UX5406SA-PZ7...,143900,32,0,14.0,Intel
HP 15-fd0468TU (B61ZJPA) Laptop (Co...,68490,16,512,15.6,Intel
Asus VivoBook 16 X1607CA-MB142WS La...,75990,16,512,16.0,Intel
Lenovo IdeaPad 3i ChromeBook (82N40...,21990,8,0,15.6,Intel
Asus Notebook 12 BR1100FKA-BP1104W ...,28600,4,128,11.6,Intel
MSI GF65 Thin 10SER-1258IN Laptop (...,92990,16,512,15.6,Intel
Asus VivoBook 15 X512FL-EJ202T Ultr...,55990,8,512,15.6,Intel
Asus Expertbook P5 P5405CSA-NZ0583W...,94990,16,0,14.0,Intel
Asus Zenbook S 14 OLED UX5406SA-PZ7...,146940,32,0,14.0,Intel
Lenovo IdeaPad Slim 1i 15IGL7 Gen 7...,24190,8,512,15.6,Intel
Asus TUF Gaming F15 FX507VV-LP487WS...,107290,16,0,15.6,Intel
Lenovo IdeaPad Slim 3 15IRH8 (83EM0...,57890,16,512,15.6,Intel
Apple MacBook Air M3 MC9F4HN/A Ultr...,118990,16,256,15.3,Apple
HP Victus 15-fa0333TX (A03GZPA) Lap...,68690,16,512,15.6,Intel
Acer Aspire 3 A324-31 (UN.34DSI.002...,39999,8,512,14.0,Intel
Asus VivoBook S15 OLED S5504VA-MA94...,84950,16,512,15.6,Intel
Asus VivoBook S15 OLED S5504VA-MA94...,94990,16,512,15.6,Intel
Acer Swift Go 14 SFG14-41 (NX.KG3SI...,49990,16,512,14.0,AMD
Dell G15-5515 (D560804WIN9W) Laptop...,71990,8,512,15.6,AMD
Asus Vivobook S430UA-EB091T Laptop ...,44990,8,0,14.0,Intel
MSI Modern 14 C7M-283IN Laptop (AMD...,41990,16,512,14.0,AMD
Lenovo LOQ 15ARP9 Gen 9 (83JC00EHIN...,91990,24,512,15.6,AMD
Lenovo IdeaPad Slim 3 15IAH8 (83ER0...,50570,16,512,15.6,Intel
Lenovo LOQ 15ARP9 (83JC00EGIN) Lapt...,82990,24,512,15.6,AMD
Apple MacBook Air M3 MC9D4HN/A Ultr...,118990,16,256,15.3,Apple
Apple MacBook Air M3 MC8M4HN/A Ultr...,136990,24,512,13.6,Apple
Dell Inspiron 15 3535 (IN3535YM9GN0...,39490,8,512,15.6,AMD
Asus TUF Gaming F15 FX506HE-HN385WS...,74727,16,0,15.6,Intel
HP 14s-ef1000tu (511C6PA) Laptop (C...,43490,8,512,14.0,Intel
Asus Vivobook X515MA-BR004T Laptop ...,28990,4,0,15.6,Intel
HP 15-bg003au (Z1D90PA) Laptop (AMD...,22746,4,0,15.6,AMD
Asus Vivobook S 14 Flip TP3402VAO-L...,69990,16,512,14.0,Intel
Asus Vivobook S 14 Flip TP3402VAO-L...,69990,16,512,14.0,Intel
Asus TUF Gaming F16 FX607VB-RL076WS...,73900,16,512,16.0,Intel
HP Pavilion x360 14-ek1152TU (B6PA4...,84490,16,512,14.0,Intel
HP Victus 15-fb3025AX (B83U0PA) Lap...,101990,16,0,15.6,AMD
Acer Nitro V ANV15-41 (NH.QPFSI.006...,64990,16,512,15.6,AMD
Apple MacBook Pro M4 MX2H3HN/A Ultr...,191990,24,512,14.2,Apple
Apple MacBook Air M3 MC8Q4HN/A Ultr...,147990,24,512,13.6,Apple
HP 250R G9 (B10MTAT) Laptop (Core i...,32349,8,512,15.6,Intel
MSI Thin 15 B12UCX-2471IN Laptop (C...,49899,16,512,15.6,Intel
MSI Modern 14 C7M-284IN Laptop (AMD...,38990,8,512,14.0,AMD
Asus Vivobook S15 K5504VAB-BN417WS ...,83990,16,512,15.6,Intel
Dell Inspiron 14 Plus 7440 (OIN7440...,98290,16,0,14.0,Intel
Dell Inspiron 14 5440 (OIN544034040...,64990,16,512,14.0,Intel
MSI Crosshair 16 HX D14VGKG-668IN L...,172990,32,0,16.0,Intel
Asus TUF Gaming A15 FA566NCR-HN054W...,68990,16,512,15.6,AMD
Asus VivoBook 15 X1500EA-EJ121WS La...,25990,8,512,15.0,Intel
Asus VivoBook 15 X1504ZA-NJ520WS La...,40799,8,512,15.6,Intel
Lenovo Legion 5 15IRX9 (83JJ000DIN)...,107990,24,512,15.6,Intel
Acer Aspire Lite AL15-52 (UN.431SI....,33990,16,512,15.6,Intel
HP Spectre x360 16-aa0665TU (9T8K8P...,179235,32,0,16.0,Intel
MSI Modern 14 C12M-671IN Laptop (Co...,47990,16,512,14.0,Intel
Samsung Galaxy Book 3 Pro 360 Intel...,119990,16,0,16.0,Intel
Lenovo Legion Y540 (81SY00UAIN) Lap...,62990,8,0,15.6,Intel
Asus Zenbook Duo 14 Intel Evo UX482...,105871,16,0,14.0,Intel
Asus VivoBook 15 X512DA-EJ1298TS Ul...,47990,8,0,15.6,AMD
Dell Inspiron 14 5409 (D560374WIN9P...,77850,8,512,14.0,Intel
HP 15s-EQ0144AU (275H3PA) Laptop (A...,42990,8,512,15.6,AMD
Asus Vivobook S430UA-EB151T Laptop ...,54990,8,0,14.0,Intel
Lenovo Ideapad 330S (81F401FVIN) La...,38590,4,0,14.0,Intel
Acer Swift 5 SF514-52T (NX.GTMSI.01...,98735,8,512,14.0,Intel
Asus ROG Flow Z13 GZ302EA-RU420WS L...,199990,32,0,13.4,AMD
Asus ROG Strix G16 G615LR-S5190WS L...,259249,32,0,16.0,Intel
HP OmniBook 5 16-AG1037AU (BP0J7PA)...,72490,16,512,16.0,AMD
Acer TravelLite TL15-53M (UN.352SI....,58890,16,512,15.6,Intel
Apple MacBook Air M3 MXD43HN/A Ultr...,139990,16,512,15.3,Apple
Asus Vivobook Go 15 X1500KA-EJ021W ...,26990,8,512,15.6,Intel
Apple MacBook Pro M4 MW2U3HN/A Ultr...,169900,16,512,14.2,Apple
Apple MacBook Pro M4 MX2X3HN/A Ultr...,239990,24,512,16.2,Apple
Apple MacBook Air M2 MC7V4HN/A Ultr...,88990,16,256,13.6,Apple
Asus TUF Gaming A15 FA506NF-HN578W ...,54990,8,512,15.6,AMD
Asus VivoBook S15 OLED S5506MA-MA95...,119990,16,0,15.6,Intel
HP 15-fd0070TU (A47CXPA) Laptop (Co...,46390,8,512,15.6,Intel
Asus TUF Gaming A15 FA506NC-HN083W ...,59990,16,512,15.6,AMD
Asus VivoBook 14 M415DA-EB712WS Lap...,37999,8,512,14.0,AMD
Lenovo Ideapad 3 15IML05 (81WB018UI...,34939,8,0,15.6,Intel
Dell Inspiron 15 3511 (D560649WIN9S...,36990,8,256,15.6,Intel
HP Omen 15-en1036AX (3W218PA) Lapto...,113490,16,0,15.6,AMD
Asus Vivobook Flip TM420UA-EC501TS ...,59988,8,512,14.0,AMD
Lenovo Ideapad Slim 3 (81W1005CIN) ...,57290,8,0,15.6,AMD
HP 15s-du0051TU (6YE07PA) Laptop (C...,56538,8,0,15.6,Intel
Asus VivoBook 14 X412DA-EK140T Ultr...,41990,8,0,14.0,AMD
Dell Inspiron 15 3567 (A561208HIN9)...,32050,4,0,15.6,Intel
Acer Nitro 5 AN515-51 (NH.Q2SSI.006...,64999,8,0,15.6,Intel
Asus Vivobook X540YA-XO106T Laptop ...,24999,4,0,15.6,AMD
Asus ROG Strix Scar 16 G635LW-RW157...,379990,32,0,16.0,Intel
Lenovo IdeaPad Slim 3 15IRU8 (82X70...,36990,8,512,15.6,Intel
Asus Chromebook CX1400CKA-NK0488 La...,17990,4,0,14.0,Intel
Asus Zenbook A14 OLED UX3407QA-QD25...,92990,16,512,14.0,Other
Asus Gaming V16 V3607VU-RP275WS Lap...,94990,16,512,16.0,Intel
Asus Vivobook 14 Flip OLED TP3407SA...,91990,16,512,14.0,Intel
